image_index,true_label,predicted_label,attribution_method,epsilon,n_attempted,n_accepted,acceptance_rate,mean_S,max_S,mean_R,max_R,S_adv,R_adv,adv_flipped
6,4,4,saliency,12.0,100,46,0.46,0.49809393286705017,0.7109853029251099,0.059250955817402584,0.0853017586129088,1.0829168558120728,0.11954143506701936,True
6,4,4,saliency,14.0,100,30,0.3,0.5602810382843018,0.7748229503631592,0.058952930968098276,0.07925747267150737,1.1328210830688477,0.10875095008960277,True
6,4,4,saliency,16.0,100,30,0.3,0.6432316899299622,0.9959186315536499,0.061773135449443524,0.09612682067949303,1.0788930654525757,0.08991750974661541,True
7,9,9,saliency,0.1,100,100,1.0,0.005082045216113329,0.007627262733876705,0.06751067095947644,0.10230823853518069,0.014379804022610188,0.1847899003937698,False
7,9,9,saliency,0.25,100,100,1.0,0.01252396684139967,0.018292071297764778,0.06705578951923624,0.10035174546685836,0.035828910768032074,0.18533868528596126,False
7,9,9,saliency,0.5,100,100,1.0,0.024939171969890594,0.0348612405359745,0.06695211978706452,0.09370174692819072,0.07045883685350418,0.18319403716685848,False
7,9,9,saliency,0.75,100,100,1.0,0.03725966066122055,0.05848412215709686,0.06693704855979639,0.10468031081136102,0.10547363013029099,0.18315191116486762,False
7,9,9,saliency,1.0,100,100,1.0,0.049521397799253464,0.06746568530797958,0.06679112746483992,0.08887991212719605,0.1418696939945221,0.1852949222411344,False
7,9,9,saliency,2.0,100,100,1.0,0.09984700381755829,0.16631700098514557,0.06793875182563508,0.1117623796143235,0.28649988770484924,0.18838256737852488,True
7,9,9,saliency,4.0,100,100,1.0,0.19740746915340424,0.2882419526576996,0.0680869310562238,0.10027952259971112,0.5595550537109375,0.1874084096400012,True
7,9,9,saliency,6.0,100,100,1.0,0.2917819321155548,0.44950225949287415,0.0673623483178308,0.1019188558686605,0.7726543545722961,0.17360090116661833,True
7,9,9,saliency,8.0,100,96,0.96,0.3840096890926361,0.5781264901161194,0.0667270347071196,0.09712486810394827,0.9565349221229553,0.15984601905148638,True
7,9,9,saliency,10.0,100,76,0.76,0.4645748734474182,0.6741045117378235,0.0650983360471198,0.09600575002747029,1.1058844327926636,0.14482650383605986,True
7,9,9,saliency,12.0,100,66,0.66,0.5364003777503967,0.7366277575492859,0.064147271250238,0.08443443410281175,1.2036805152893066,0.13125070648031845,True
7,9,9,saliency,14.0,100,44,0.44,0.6022889614105225,0.7638232111930847,0.06302118723081956,0.077936954295714,1.2392382621765137,0.11477977574478282,True
7,9,9,saliency,16.0,100,34,0.34,0.6593170762062073,0.8681636452674866,0.06328671835737379,0.08478046553792538,1.2928168773651123,0.10590629268259528,True
8,5,5,saliency,0.1,100,100,1.0,0.004269198980182409,0.006117610726505518,0.054835309250818656,0.07939916051376543,0.008184663951396942,0.09712072636207256,False
8,5,5,saliency,0.25,100,100,1.0,0.010252393782138824,0.0141000309959054,0.053635405836235356,0.07333060004962484,0.02013709396123886,0.09542016534074865,False
8,5,5,saliency,0.5,100,100,1.0,0.020100967958569527,0.029956527054309845,0.05323081709821133,0.08170126543148418,0.04014714062213898,0.09575510414135124,False
8,5,5,saliency,0.75,100,100,1.0,0.029974250122904778,0.04743170365691185,0.05331591391344737,0.08258318262307673,0.060020748525857925,0.09560852959006716,False
8,5,5,saliency,1.0,100,100,1.0,0.03925871476531029,0.053761959075927734,0.05267320261307721,0.07289299988578382,0.08062070608139038,0.09666534500738681,False
8,5,5,saliency,2.0,100,100,1.0,0.08169803023338318,0.11277754604816437,0.05503749902295118,0.07583411368250079,0.1568349301815033,0.09348748482706801,False
8,5,5,saliency,4.0,100,100,1.0,0.15364569425582886,0.22990015149116516,0.05238010879010807,0.07723916385170837,0.2931146025657654,0.08765728553492501,False
8,5,5,saliency,6.0,100,100,1.0,0.2290147840976715,0.328486829996109,0.05255548612373915,0.07610713757238548,0.4255674481391907,0.08586914888212653,True
8,5,5,saliency,8.0,100,100,1.0,0.3004337251186371,0.4046931266784668,0.05199110241882151,0.06894007190694329,0.6077159643173218,0.08894719996672347,True
8,5,5,saliency,10.0,100,100,1.0,0.3642081022262573,0.5371309518814087,0.05107235476373658,0.0747702874207633,0.7229055166244507,0.0868422941437408,True
8,5,5,saliency,12.0,100,100,1.0,0.4118477702140808,0.5434443354606628,0.04923752645475211,0.06522659240752281,0.7783045768737793,0.07839666713672624,True
8,5,5,saliency,14.0,100,100,1.0,0.4707045257091522,0.6851553916931152,0.04946382131065998,0.072375816297691,0.8615291118621826,0.07632288652275429,True
8,5,5,saliency,16.0,100,98,0.98,0.5274742245674133,0.7391582131385803,0.05051059096430776,0.06634373807960856,0.8528615832328796,0.06999125686673967,True
9,9,9,saliency,0.1,100,100,1.0,0.005165883805602789,0.0071984753012657166,0.06740783823673359,0.09336087227854699,0.01915103569626808,0.23833737237068497,False
9,9,9,saliency,0.25,100,100,1.0,0.01201267633587122,0.017831552773714066,0.06354609719293332,0.09528381673468081,0.046020880341529846,0.23205610926652104,False
9,9,9,saliency,0.5,100,100,1.0,0.02472056820988655,0.03715433552861214,0.06515929655127359,0.09821429872656041,0.09172818064689636,0.23177196777031472,False
9,9,9,saliency,0.75,100,100,1.0,0.0352717824280262,0.05223189666867256,0.06271821426166191,0.09428289166429456,0.13851727545261383,0.23286530325050683,False
9,9,9,saliency,1.0,100,100,1.0,0.04742402583360672,0.07063289731740952,0.0630891298444598,0.09577526330207883,0.18714988231658936,0.23648197870810064,False
9,9,9,saliency,2.0,100,100,1.0,0.09616851806640625,0.15591000020503998,0.06469988566271449,0.10591690622276918,0.38027840852737427,0.24356017519805068,True
9,9,9,saliency,4.0,100,100,1.0,0.19392424821853638,0.28890836238861084,0.06578722807822414,0.09616915312438422,0.7529059052467346,0.24089204813178228,True
9,9,9,saliency,6.0,100,100,1.0,0.2808903753757477,0.3980236053466797,0.06437126627527849,0.09003961748868916,1.0899622440338135,0.23231079581880174,True
9,9,9,saliency,8.0,100,97,0.97,0.3939584195613861,0.6139809489250183,0.0680694731070097,0.1034101426957861,1.4193370342254639,0.22359483149365872,True
9,9,9,saliency,10.0,100,90,0.9,0.47221773862838745,0.6601752638816833,0.06623016612092456,0.09873617236481208,1.585016131401062,0.19693119452160104,True
9,9,9,saliency,12.0,100,62,0.62,0.560821533203125,0.829074501991272,0.06690707625147346,0.09889764166683222,1.797969102859497,0.18682008818056584,True
9,9,9,saliency,14.0,100,48,0.48,0.6724098324775696,1.0234835147857666,0.07110082070760242,0.10728298930827718,1.8454091548919678,0.16531629928985092,True
9,9,9,saliency,16.0,100,31,0.31,0.716329038143158,1.022841453552246,0.06909793889372526,0.096311265886545,1.937613844871521,0.15231121706815495,True
10,0,0,saliency,0.1,100,100,1.0,0.004551444202661514,0.007218840532004833,0.05901476955189947,0.09196740867306703,0.009651669301092625,0.10693538772860565,False
10,0,0,saliency,0.25,100,100,1.0,0.01164452824741602,0.017305923625826836,0.061154127161222094,0.09340258281006769,0.023978378623723984,0.10671831008613471,False
10,0,0,saliency,0.5,100,100,1.0,0.023077039048075676,0.03677970543503761,0.061181395238470646,0.10048142319688513,0.048047132790088654,0.10698430075104946,False
10,0,0,saliency,0.75,100,100,1.0,0.03427557647228241,0.053457606583833694,0.06054499213231288,0.09600107063555931,0.07474154233932495,0.11094292126910517,False
10,0,0,saliency,1.0,100,100,1.0,0.04652794823050499,0.07826405018568039,0.061600860301855936,0.10327658897647443,0.09917586296796799,0.11035580022693345,False
10,0,0,saliency,2.0,100,100,1.0,0.09217534959316254,0.14122308790683746,0.06122494998838578,0.09299253912692024,0.22341372072696686,0.12494648141736807,False
10,0,0,saliency,4.0,100,100,1.0,0.18142803013324738,0.28942662477493286,0.06119122997078067,0.09910783777038248,0.48897862434387207,0.13871437172671824,True
10,0,0,saliency,6.0,100,100,1.0,0.2617739737033844,0.4311148226261139,0.059786595697997845,0.10128606146849554,0.7831115126609802,0.15085854273177784,True
10,0,0,saliency,8.0,100,100,1.0,0.3350153863430023,0.5631427764892578,0.05789511478045453,0.09731998183149852,0.9943254590034485,0.1483989947519353,True
10,0,0,saliency,10.0,100,98,0.98,0.4096418619155884,0.6279350519180298,0.05742831288653217,0.09020126232733014,0.9793946146965027,0.11918037774680003,True
10,0,0,saliency,12.0,100,97,0.97,0.4639228880405426,0.7829157114028931,0.055405680187311554,0.09383965235573753,1.0947818756103516,0.11502128515291574,True
10,0,0,saliency,14.0,100,82,0.82,0.5234365463256836,0.7735950946807861,0.0551996451890859,0.07862400906540248,1.2227973937988281,0.11289264036652627,True
10,0,0,saliency,16.0,100,70,0.7,0.572755753993988,0.8573442101478577,0.05455384650968128,0.08360664053860277,1.2728804349899292,0.10503771038243712,True
12,9,9,saliency,0.1,100,100,1.0,0.005151550751179457,0.007118391338735819,0.06720759343730225,0.0932536542541446,0.015230288729071617,0.19277696565006258,False
12,9,9,saliency,0.25,100,100,1.0,0.013146698474884033,0.02002166584134102,0.06965961719848902,0.10477803835917676,0.03781759366393089,0.19190764870353422,False
12,9,9,saliency,0.5,100,100,1.0,0.02545241080224514,0.03994577005505562,0.06799172344296348,0.10509125056640521,0.07577148079872131,0.19351498821351862,False
12,9,9,saliency,0.75,100,100,1.0,0.037389546632766724,0.05683515965938568,0.06701160177931204,0.10168072570258196,0.11651436239480972,0.19876088042277343,False
12,9,9,saliency,1.0,100,100,1.0,0.050211407244205475,0.07476527988910675,0.06731984013951178,0.10131132075237745,0.15479676425457,0.19874591258086735,False
12,9,9,saliency,2.0,100,100,1.0,0.09844480454921722,0.13998959958553314,0.06645308926560184,0.08913388627694833,0.30596980452537537,0.19657471722661743,False
12,9,9,saliency,4.0,100,100,1.0,0.1872989982366562,0.2709401547908783,0.06382577352677647,0.09305174637237067,0.7269920110702515,0.23489242660828558,True
12,9,9,saliency,6.0,100,100,1.0,0.2790786623954773,0.41433215141296387,0.0637228744122461,0.09440073932364379,1.1003881692886353,0.24172280934109075,True
12,9,9,saliency,8.0,100,100,1.0,0.3553585410118103,0.4603097140789032,0.0615356621300562,0.07822691448148568,1.2790595293045044,0.21156184372035194,True
12,9,9,saliency,10.0,100,99,0.99,0.4298870861530304,0.5956024527549744,0.06025917367727465,0.0817816832605422,1.2917706966400146,0.17309366844221932,True
12,9,9,saliency,12.0,100,90,0.9,0.5154644846916199,0.71608966588974,0.06167558569641946,0.08490543161721487,1.3670825958251953,0.1585079383894641,True
12,9,9,saliency,14.0,100,84,0.84,0.562495768070221,0.7179329991340637,0.05902049467129874,0.07555519848377196,1.336166262626648,0.12477999858750231,True
12,9,9,saliency,16.0,100,61,0.61,0.6161969900131226,0.8730721473693848,0.05884868628814187,0.08259348410999906,1.2797967195510864,0.10331583602337649,True
13,0,0,saliency,0.1,100,100,1.0,0.004507742822170258,0.007588280364871025,0.05819075946258492,0.09909923536999615,0.015965348109602928,0.17812085782651652,False
13,0,0,saliency,0.25,100,100,1.0,0.010937794111669064,0.021451927721500397,0.057409589068562944,0.11254989621824116,0.0390419103205204,0.17447346477419107,False
13,0,0,saliency,0.5,100,100,1.0,0.021024951711297035,0.04614471271634102,0.05548583348804998,0.12635057279675774,0.0725269541144371,0.1629618733216911,False
13,0,0,saliency,0.75,100,100,1.0,0.03133532404899597,0.05839946120977402,0.05543772857456038,0.1050854992253412,0.10402917861938477,0.15627116716740377,False
13,0,0,saliency,1.0,100,100,1.0,0.042514532804489136,0.06806887686252594,0.05637410666929897,0.09103266484030063,0.13444386422634125,0.1516297656857851,False
13,0,0,saliency,2.0,100,100,1.0,0.0833408385515213,0.15944187343120575,0.05582613368268472,0.10971057679069143,0.25371578335762024,0.14389671794780262,False
13,0,0,saliency,4.0,100,100,1.0,0.17224107682704926,0.30680322647094727,0.05819680339720858,0.10288952782682693,0.4410182535648346,0.12752518201710256,True
13,0,0,saliency,6.0,100,100,1.0,0.250087171792984,0.40123069286346436,0.056965944952362284,0.09277482714883034,0.6342378258705139,0.12420859915303137,True
13,0,0,saliency,8.0,100,100,1.0,0.33853036165237427,0.5490127205848694,0.05856115136572893,0.0959552339151202,0.8810984492301941,0.13288719487879438,True
13,0,0,saliency,10.0,100,99,0.99,0.3911406397819519,0.6822659969329834,0.05497625227177972,0.09875411909485343,1.0539213418960571,0.13408695088239922,True
13,0,0,saliency,12.0,100,90,0.9,0.4713940918445587,0.7756525278091431,0.056121533748016726,0.0962778611504394,1.2830407619476318,0.13517188284939213,True
13,0,0,saliency,14.0,100,84,0.84,0.5421658754348755,0.8413152694702148,0.057082293647763155,0.09152071993649132,1.224231481552124,0.11414277443731301,True
13,0,0,saliency,16.0,100,59,0.59,0.5871031284332275,0.948714017868042,0.05610433432815029,0.09557653142541114,1.307491660118103,0.10759015728202546,True
14,1,1,saliency,0.1,100,100,1.0,0.004036514088511467,0.006557587534189224,0.05630735368135894,0.09377300280862702,0.008452882058918476,0.10049833647931364,False
14,1,1,saliency,0.25,100,100,1.0,0.010221647098660469,0.01414507906883955,0.057167679415415104,0.08169003010729262,0.021270476281642914,0.10118400750587832,False
14,1,1,saliency,0.5,100,100,1.0,0.020426228642463684,0.03038359247148037,0.05677153293128911,0.0799544033451966,0.04287618771195412,0.10214568534863737,False
14,1,1,saliency,0.75,100,100,1.0,0.030227474868297577,0.046628568321466446,0.05620938410023255,0.0873256544785227,0.06492611765861511,0.10317410553054113,False
14,1,1,saliency,1.0,100,100,1.0,0.04083385318517685,0.061559390276670456,0.05688004494231853,0.09080199867626708,0.08756611496210098,0.10413661485527638,False
14,1,1,saliency,2.0,100,100,1.0,0.08372419327497482,0.15839940309524536,0.05851794521335023,0.10500938529810999,0.18601682782173157,0.11139720905568438,False
14,1,1,saliency,4.0,100,100,1.0,0.1688547134399414,0.30317139625549316,0.05885108901519734,0.10225210507202893,0.42130255699157715,0.1266897834566424,True
14,1,1,saliency,6.0,100,100,1.0,0.2559570372104645,0.4103502035140991,0.05982178437266655,0.09563889763536813,0.6364161968231201,0.1311817896692368,True
14,1,1,saliency,8.0,100,100,1.0,0.33555877208709717,0.5510290265083313,0.05893061950635735,0.09871337397707723,0.8443076014518738,0.13283965204716905,True
14,1,1,saliency,10.0,100,95,0.95,0.4274338185787201,0.6057703495025635,0.060760951840946806,0.08128117516852928,0.9969773888587952,0.12752210306219464,True
